N,P,K,temperature,humidity,pH,rainfall,crop
77.07767515127293,70.48620217748164,164.6372207398358,34.35705665328437,79.87705585037236,5.54554754615968,384.66166463002486,Coconut
210.6652793934212,16.085729103950907,51.98768417812475,40.41513526436543,31.284863044140813,10.0,428.23498996320683,Coffee
38.70023121696309,94.12973538947634,163.81053216332415,7.2881210727201715,85.36444873663416,4.022974944067326,331.18626834145533,Tea
66.64766586333745,86.92021330109412,194.19704696009407,14.23054712345348,54.768369595174505,8.31439853779627,69.27597905181945,Orange
37.78836716369849,32.85047216243038,43.313889688758984,21.7245859401681,50.457249797498356,8.471719311035082,72.18195907409627,ChickPea
111.87195924141868,118.97672701602828,89.1723838142601,20.084076244392794,68.31384589435665,5.413297347059169,97.51616839607114,Potato
182.5774448734114,75.07506693958128,59.05922963941075,16.74852251195552,60.785686714870856,5.854301840862551,192.16353593680466,Maize
111.49232045287465,44.80253138963049,173.5145364133351,28.54835764939642,100.0,6.1618514914376,346.3997735642337,Coconut
67.23975429937923,46.536315534168736,31.38302811056199,29.15392545406343,77.38751783110756,4.750277349734718,275.1268171544276,Rice
55.30413096482173,50.05986195611631,38.14643173254766,36.45761739177856,74.2045734180403,6.49211525791094,231.9174784086647,Jute
30.211053592541262,48.84545616413259,23.879895371171425,19.552184489464832,58.03494980571304,7.54215733091166,54.31772916927388,ChickPea
82.61896890354957,20.398504683090408,129.94157683180669,27.09794327944471,74.10400472272654,6.483232093776941,220.1440334767082,Banana
103.88574305306186,29.72143300462899,43.86367857981234,21.83640563361784,85.53274382454946,5.06605944282524,208.83851311628473,Rice
164.45738747879935,37.238352176976356,150.36864778739113,23.460561279924253,55.91955826662613,8.909159878689097,321.3014795358277,Grapes
258.1986999224192,137.53017454445663,24.945845739956678,42.778006292668955,43.009366089854794,7.100490751004068,26.2592294929317,Watermelon
45.18162152054582,23.271776985649296,47.865978783539724,33.51402228069224,74.4411435689194,6.152768966291838,234.9287490110599,Jute
29.489585026457366,59.9891530523422,58.2202955495467,22.8388707861422,43.178087966520714,8.158287170243979,104.78341259393665,ChickPea
131.78454180747795,28.53879661516847,184.83225477235516,21.652279344977902,68.03196356775716,8.951533843253378,336.2458635109015,Grapes
28.638828487589013,79.39130876672573,209.87197266997168,16.183655773788576,99.7224699758621,3.811556018250738,521.5843327136984,Tea
184.82811666404567,84.9407590473071,74.05173871091442,33.66634098394072,88.56263089461834,7.484409916335653,195.62199508614682,Sugarcane
57.015821034525956,41.17390415342623,44.4840683906594,33.60360956599781,86.00196133593117,6.541594190352067,308.7282607817092,Jute
185.25970903244678,69.61506124051431,62.881268694300076,19.673999867158233,59.74324290930586,6.292814437100422,144.4859969368125,Maize
241.17958422568458,207.06079261463975,24.822115255178304,43.795472842526664,43.46158209465445,6.946536291350514,46.01704696099706,Watermelon
206.45082688371403,44.74269899868411,206.74127032535338,12.980147344380292,59.34985525439251,9.95077876569462,312.98745129379193,Grapes
87.97492837478156,43.506001941543715,22.95976559127869,22.230003476494815,86.55791309150203,4.856608755375825,264.51935005951384,Rice
112.64845531508956,48.29147665650838,213.83546724383407,23.728364049158984,55.477280626270414,7.973873124242042,330.94104368623033,Grapes
297.76215932913465,12.378377629774885,75.89875144614967,32.203988112129785,21.92815889796172,8.7911970933317,678.0470087195438,Coffee
249.7887195395144,13.017639005845494,67.32980994627732,42.051427003933775,19.847641342971595,9.029381307447732,561.3165791319963,Coffee
139.2695989308129,29.759962302195323,146.14143142344443,16.18874291721414,64.19098145991731,8.250465853053235,263.1019715378034,Grapes
202.22097983781617,83.60851538173873,119.47390989007793,35.215065131822364,83.70795440298448,7.570978603996556,153.12947722162448,Sugarcane
85.75148166998382,62.58035387536206,143.5092580645321,13.063612750120361,57.55367675077693,8.021365873292257,48.92206926164248,Orange
194.49082927176323,22.7416579522102,199.6142622767665,17.261230612639736,54.22793267378724,9.176961951781873,386.20514451972105,Grapes
59.1936609905428,58.3731146064775,146.24666913887623,14.812269488390628,45.844326053786936,7.484804500605921,103.38369203081795,Orange
69.67597493741609,180.38148001913655,124.9798842935885,23.759494297771102,43.2984864483725,4.127772327722255,145.9094355649421,Mango
156.58442958418053,27.546818630189783,171.06223241695983,21.800624367932286,47.212457963583844,8.974798594158399,341.16400939092637,Grapes
180.09403663781077,79.78823689011314,62.31831875880451,19.018061917429854,48.429217358011435,6.8480416811017495,159.920727648326,Maize
43.17242907359812,37.64885982170839,33.76102407150468,13.897976138678077,55.86550428151366,7.732349748168209,47.93507771274942,ChickPea
142.239786088684,39.234492143061985,166.8863230135568,13.75261081514382,64.29702757965507,8.399804648690086,257.9539846011615,Grapes
149.49920987192908,91.92185849587271,62.12251281195868,20.97234945188597,55.04324913284571,7.12267007566399,156.03954874141075,Maize
230.40062009391988,172.78372087692205,39.56379968650915,34.528296913503574,38.83033961810726,8.00617518213747,58.83627762121307,Watermelon
182.99823079037103,54.12649576199536,121.93583037768342,38.41921655724353,65.98733036733914,7.2163680453478225,152.49593182997114,Sugarcane
90.92220580195468,81.55263960473795,58.56785787383274,35.247801371980714,56.88554077441,7.638997437955704,172.9991220027512,Cotton
184.31545952926638,62.27536487635413,85.68702219237343,20.74299117694116,55.01903721443773,7.166407344052277,172.87241455238384,Maize
233.44267841155903,168.44263795923152,17.98679290338491,40.48490841374509,45.574627876678555,7.651325273993948,31.149853108029046,Watermelon
56.571703026231184,103.86225505454284,262.20195272353214,7.082509014718468,76.09743682201443,4.317249362463482,555.1232736468992,Tea
86.39237723621663,93.96626053733549,66.83556804483773,32.31449863763678,68.95340884000844,6.556378155512878,139.95468392726164,Cotton
70.88766182835464,67.82286592786849,48.11708817147007,24.54191081405381,58.98527184785013,7.150416175243012,137.20106363044405,Cotton
301.52702738347887,32.137127619916825,76.43027293066879,43.61324664855749,34.80395223363471,9.298515137647689,577.7980372848798,Coffee
94.40846707670978,68.54073358083708,142.4253725238606,29.80942419035232,89.62131169310682,6.630634389716626,299.011553013206,Coconut
263.4734667491863,13.384438378379393,79.76386940312135,44.23329587841699,41.968537494596134,9.247011068357894,471.2509995228954,Coffee
109.40536535518056,141.95600643281878,94.96548838919686,10.43956220080939,81.03168677446892,5.103191289674054,122.47725753313605,Potato
131.33751112918057,48.78728016743034,33.809445154848206,23.45616342583907,81.96874831977861,5.967122092624338,261.07272094821735,Rice
56.76196094538552,40.64410348839543,44.81195008340916,28.43247353738972,92.50767382945443,7.21981426083512,238.13153495721653,Jute
115.95640311277081,56.265695679695725,14.548660097120717,21.7288164713234,71.23531087058184,5.496496630218419,250.7525788181523,Rice
314.235527455468,178.24805369120094,31.9682500280425,36.55697747211288,45.92946872991184,6.9227486065524255,58.00247665007856,Watermelon
92.45821855916383,66.11565819447009,43.7730984192011,23.476878349805336,90.57248579110451,4.837172045285075,302.58278889602235,Rice
106.70089823484624,101.95289241664734,89.6656603860329,11.643469904007624,71.85654554772985,5.150870761496421,74.26165894085581,Potato
27.96922139070131,112.5942544288812,194.39142585673048,9.644323957287634,100.0,4.268094679840988,439.71368779628,Tea
59.99790014843921,71.33605646362916,32.649651812461734,35.60921991144125,69.66932168252691,7.446564498684755,142.02316339288788,Cotton
137.7689210171702,161.71984146213646,117.86186554134501,16.984728439886155,88.62012423273197,5.1256431041331805,124.06108160084021,Potato
116.05677165609413,26.10613989494166,119.51327006586483,20.806412041789027,82.20978314359444,6.805955598734836,160.8622515532226,Banana
119.43684131984794,24.275776998274562,118.74580484657919,23.926608298712498,92.687975942356,5.377288331075168,197.02784418887683,Banana
63.11953670126738,138.71931018194556,103.3490080664561,25.44157514767696,52.02572441988116,4.610209059761836,204.20731769898373,Mango
147.43942674615803,78.64658452661524,163.48549061383954,21.601032365232882,94.62606372800481,6.173809728707996,347.0722771453452,Coconut
308.9855836583048,32.60466394989221,61.21852785559433,43.04828021657268,22.738262558002724,9.395160890058508,616.4082295418609,Coffee
92.40954941778105,44.09892603812196,135.99139076183724,24.35770071587354,65.51644730899424,6.178821420214208,158.04324231759585,Banana
67.73203293789905,67.9041480923985,56.22778414765831,28.77643598144359,62.3458247959752,7.325479662399558,144.44100640059153,Cotton
177.74109661046472,27.39733938322229,224.55315690451314,20.443214422408815,62.79038522282131,9.765813208954881,306.43334772611706,Grapes
134.1659394800589,46.09284943265441,29.706460879997604,22.35396056663453,93.96847136988053,5.374285490700321,235.31702724521443,Rice
126.24362903605338,37.024031619892924,168.2156095854447,15.460411144779203,61.86816925691305,8.1335132425272,292.76122718031206,Grapes
72.015183156724,58.44096480527161,147.1618834891115,21.82525395857898,49.64504889412277,8.06437030991588,139.6709285600555,Orange
192.28042745026505,70.1758100420388,73.92578351187352,28.0973167139816,67.45923994670567,6.945007153686428,135.00711166948676,Sugarcane
43.74397092403704,169.922559759618,128.02243433948087,26.888803097924143,56.764960876780485,4.960755217783693,120.78153270186652,Mango
18.21940784503004,37.21761691307785,22.341114557797102,21.20871396721483,54.32165329008308,7.682372714146544,50.15996548353093,ChickPea
82.06214392128709,48.137080516242875,147.54278257204462,10.954677383294854,55.86721139796061,7.861800511596493,60.90064921351652,Orange
76.68296131721436,208.54483497199456,110.77482125546408,22.14957206176332,40.85255210285314,5.027923848583027,171.67751516262544,Mango
272.666901503737,36.08013556776038,89.55238535890909,41.945773885463744,28.04270810274356,10.0,514.9203551064903,Coffee
55.85350273019382,29.326913482816792,27.389625319373078,27.389715847366777,84.89940418528927,5.952724396822607,261.1681722011344,Jute
64.00345811424503,123.51290127284284,255.81046189834402,10.943538909934443,86.66749568403996,4.68454768617655,629.6142062219728,Tea
70.18022773965131,76.19427325540248,53.12360783260923,34.723691753501186,66.38878535471807,7.559198714207437,114.07045637658264,Cotton
69.79059088198848,39.65752052230398,36.894935833279156,23.494418860873907,63.34278464165352,6.3619512924478085,278.9543662479691,Rice
45.172251221494406,44.63146192954752,60.12240246163242,32.88899947602658,74.57863593452115,6.618940147092613,289.6165671001276,Jute
242.14127873387605,30.86011221516068,74.97741504448369,47.99939824152117,40.62606538314385,8.955291682933929,514.3519468832015,Coffee
128.76747473258428,67.88871331283644,32.525411718581886,28.691619028183517,96.04058418372522,5.842159827669634,236.3910600228903,Rice
57.42850214018121,122.1068453511278,230.5560465996279,6.575450635386408,84.66123355834983,4.217680760962834,405.74904927657377,Tea
33.903220054661126,27.36776314202999,63.95313457777133,39.54577494990756,93.01375160490315,7.118075290239091,304.199616301683,Jute
125.24465099385121,88.54611019590507,65.13003673339921,25.829849780865572,68.37746818296667,7.318679097261158,137.62052832149132,Sugarcane
110.44668686740242,38.05356043025309,42.67689361813983,27.403164430761834,90.90123624331022,5.921269716910559,240.77114966134624,Rice
206.9710760200538,66.40317621138325,87.13031114593655,31.593884861800117,63.89678274496723,7.4475657739079075,174.13189619956032,Sugarcane
65.94571567900499,162.04671809573418,108.57266711062981,28.388180267873217,59.143601705269845,4.897267619562326,117.11533185119188,Mango
88.73397802096042,43.39231450377877,28.56878580724591,29.44682398572405,65.6462396993037,5.596148017504043,317.54074675695307,Rice
292.0260625262153,25.665695703361298,59.53220963846169,36.1462446477941,21.588319723242954,9.719157029495626,420.2996719709651,Coffee
94.18130181015346,57.09267772269973,13.46800910416473,21.30061747889838,81.14860452038965,5.962901718264199,217.77099731376302,Rice
96.9567045598691,31.860112699441586,105.87702719731763,25.99156487035873,83.37439081964438,5.741713526442398,209.6255969799235,Banana
110.83546515206369,44.58007100809607,140.58817624121207,35.536989849465996,89.51168542683469,6.252769777170788,333.2393569648439,Coconut
62.85695677058114,55.93441164937031,45.65396384320602,38.61999779380332,70.81133896724879,7.023778578802015,346.8242979296203,Jute
94.40074806003118,28.32706378081114,113.47945421900322,23.94509859481823,62.41257480173601,6.0529196537463905,177.88226941468443,Banana
163.302981865269,107.93101842697745,90.77304629223772,14.750118552971234,69.06450017471809,4.445850995295705,86.74608406407795,Potato
96.09946358134127,60.62025319798587,143.4476790525575,11.104106733849209,64.86194807280013,7.67692983279476,137.47857267607503,Orange
161.73661904635622,30.233610412403927,178.30660012536816,13.529984070529006,56.04817692109255,9.312125139770359,318.24076702494506,Grapes
43.53217500945464,88.34964497331664,209.55252746693023,12.82369613718295,97.2830913654348,4.94591234203149,455.237993975356,Tea
147.14260429186587,77.87015418521334,118.44914579215623,21.866305595562643,62.15773275135159,6.0219474473631625,204.82239342088724,Maize
89.98912503125993,56.49101724043527,160.18442784827457,34.101039201318834,84.36861360538803,5.288901737937617,379.69245997660556,Coconut
260.2250508034832,42.24132021584442,87.71235600434946,41.63077159381368,22.277912274137275,9.554876550522517,711.719270097467,Coffee
162.18689575862007,83.90840136075504,71.71916440229057,24.491062284008596,50.216224281922756,6.382406428970003,159.67582524648108,Maize
53.388690985297906,215.55382720354405,111.00666618811177,27.83336069154292,32.041115654414355,4.2587841356413385,110.51789668237008,Mango
123.74700268581526,131.92467676487826,101.02960985705882,10.97916362128205,75.62785039830186,5.02041538998405,122.18959156540916,Potato
86.52911163706972,90.57924818600146,65.37613216968302,31.264466846119433,61.25029853551839,8.28916839384667,101.09162975484368,Cotton
81.82369432117032,57.86971614224903,128.66533425589657,25.106139683522724,51.03050415980883,7.701023809946653,88.26165898114687,Orange
118.88582863003779,34.11319532862257,247.24871910566782,16.848596863747048,74.19255180690291,9.345983008081383,287.95869202287383,Grapes
61.40062663682398,92.45485412171897,63.209271862886126,36.599074860134856,64.02269167105166,7.496884016148835,150.62884600395452,Cotton
110.22356749677606,25.827792753536123,137.0085248897063,20.390894014489525,94.00046153859432,5.7361409427783485,222.7210197785841,Banana
200.54432704334792,17.960382696639407,59.9155162974496,42.44802978416168,32.780487687796985,9.320203100140247,435.7782663038693,Coffee
64.3831198549779,43.844741761570816,36.119947471413234,43.31622201065463,92.4400688533382,6.347407181411771,248.48508934281782,Jute
61.2539341561788,28.79909962328355,29.414441329714435,35.07448023310838,66.60204020590594,7.0814103088994935,266.2148147552183,Jute
143.16733013981565,85.00509385769446,81.41847527518419,22.21886261628529,53.095956453066336,6.690035905821451,129.40478214419915,Maize
68.35582249255404,169.1368188589341,96.09736567983174,22.24526595563577,57.264789210601755,4.2997958221722525,91.0885194472008,Mango
42.40530336821037,44.328056146899364,128.44158442208877,18.226571737505054,66.47240069955551,9.333194508524032,87.13077346813701,Orange
87.17861936631688,191.6167561927834,121.1995719900357,34.416762073279536,60.38267147337695,4.734232467718721,184.92763508139834,Mango
216.35384296901304,147.80733580813694,32.69979584808685,33.91601062226834,52.78904616314576,7.66275903348318,41.0011866863094,Watermelon
36.86951537090005,56.8557316179521,50.25545844493625,20.602875158422105,37.76195908381652,7.872458583568244,88.68155908988422,ChickPea
27.37218169958348,100.60560580263143,213.2246784831119,8.158445338333804,100.0,3.6283642565459266,361.78533863347803,Tea
134.69881797233384,87.20949751765909,219.27377062625803,33.90540975299925,94.91443153192749,6.443585404109621,375.61476585597063,Coconut
62.10580917287319,54.764314141007354,151.1597457575262,13.851792765324765,48.0152997841651,8.61262160414394,120.16806699977528,Orange
137.3114092753749,46.080988638192615,19.011771997730754,21.57393283677851,86.46463047809745,5.395121785676251,265.6207915124204,Rice
81.70816116907227,75.75792637682531,37.634656015549155,35.95784306740061,55.72578717068299,7.582764114138883,123.2049979438972,Cotton
130.50654402231012,28.862428271034933,112.14272575756466,22.187604698110867,90.91223032550461,5.902275250615156,241.79257276730874,Banana
67.31592466130452,124.1730081801024,211.67512204318,11.585347050221245,100.0,4.043723789148604,575.185443634751,Tea
66.54211313372093,84.18037247460056,56.443607598848004,26.07439147796116,66.95654281755208,6.879326622411025,101.28805429008922,Cotton
236.09856265457546,149.79349748330523,26.496337832487438,42.45585408568772,50.58498558611509,7.077756050168115,25.311507891693484,Watermelon
120.61304597514207,40.80436964082196,25.70725428364122,30.143741837141913,83.70689641588793,6.195281357308695,298.45650256012783,Rice
272.80147761257786,35.84498272848851,94.50997030361906,46.10179742247404,33.82800931195178,10.0,683.8578888714253,Coffee
