N,P,K,temperature,humidity,pH,rainfall,crop
150,45,35,25.0,75.0,6.8,110.0,chickpea
145,50,38,24.5,73.0,7.0,105.0,chickpea
155,42,36,26.0,76.0,6.5,115.0,chickpea
140,48,40,25.5,74.0,6.9,108.0,chickpea
148,44,37,24.0,72.0,6.7,112.0,chickpea
100,60,50,22.0,80.0,6.5,150.0,lentil
95,55,48,21.5,78.0,6.8,145.0,lentil
105,58,52,23.0,82.0,6.3,155.0,lentil
90,52,45,22.5,79.0,6.9,148.0,lentil
98,56,49,21.0,77.0,6.6,152.0,lentil
80,45,40,24.0,70.0,6.4,90.0,tomato
85,50,42,25.0,72.0,6.7,95.0,tomato
75,42,38,23.5,68.0,6.2,85.0,tomato
90,48,44,24.5,71.0,6.8,92.0,tomato
82,44,41,23.0,69.0,6.5,88.0,tomato
120,55,45,22.5,75.0,6.6,130.0,pea
115,50,42,22.0,73.0,6.9,125.0,pea
125,52,44,23.0,76.0,6.4,135.0,pea
110,48,40,21.5,72.0,6.7,128.0,pea
118,53,43,22.8,74.0,6.5,132.0,pea
70,40,35,26.0,65.0,6.0,100.0,bean
75,45,38,25.5,68.0,6.3,105.0,bean
65,38,33,26.5,63.0,5.8,95.0,bean
80,42,36,25.0,67.0,6.2,108.0,bean
72,41,34,26.2,66.0,6.1,102.0,bean 
